                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     44,                 1.0815,                0.79691,                 1.1057,                0.65464,                0.54364,                0.61868,                0.36001,                  1.496,                 1.1459,                 1.2962,              0.0087837,              0.0087837,              0.0087837
                     45,                 1.0679,                0.78413,                 1.0967,                0.61535,                0.55896,                0.59905,                0.34172,                 1.5199,                 1.1888,                 1.3155,              0.0087554,              0.0087554,              0.0087554
                     46,                 1.0655,                0.77391,                 1.0991,                0.62923,                0.60093,                0.63308,                0.37431,                 1.4557,                  1.168,                   1.28,              0.0087271,              0.0087271,              0.0087271
                     47,                 1.0647,                0.76937,                 1.0934,                0.67389,                0.58694,                0.64664,                0.37402,                 1.4914,                 1.1229,                 1.2968,              0.0086989,              0.0086989,              0.0086989
                     48,                 1.0721,                0.77011,                 1.0953,                0.65899,                0.59093,                 0.6403,                0.38238,                 1.4174,                 1.1208,                 1.2552,              0.0086706,              0.0086706,              0.0086706
                     49,                  1.064,                0.77671,                 1.0933,                0.61274,                 0.5996,                0.62861,                0.36256,                 1.4768,                 1.1408,                  1.291,              0.0086423,              0.0086423,              0.0086423
                     50,                 1.0617,                0.75992,                  1.088,                0.65229,                0.54241,                0.60427,                0.35423,                 1.4813,                 1.2184,                 1.3042,               0.008614,               0.008614,               0.008614
                     51,                 1.0511,                0.77358,                 1.0842,                0.62713,                0.59499,                0.63552,                0.37788,                 1.4415,                 1.1539,                 1.2749,              0.0085857,              0.0085857,              0.0085857
                     52,                 1.0608,                0.76395,                  1.084,                0.64337,                0.58361,                0.62907,                 0.3698,                 1.4715,                 1.1341,                 1.2881,              0.0085574,              0.0085574,              0.0085574
                     53,                  1.053,                 0.7576,                 1.0831,                0.65841,                0.54576,                 0.6231,                0.36481,                 1.4713,                 1.1463,                 1.2973,              0.0085291,              0.0085291,              0.0085291
                     54,                 1.0261,                0.73592,                 1.0689,                 0.6282,                0.60027,                0.63276,                0.37258,                 1.4875,                  1.146,                  1.289,              0.0085009,              0.0085009,              0.0085009
                     55,                 1.0544,                0.74833,                 1.0782,                0.66797,                0.56496,                0.62206,                0.37015,                 1.4587,                 1.1549,                 1.2853,              0.0084726,              0.0084726,              0.0084726
                     56,                 1.0314,                0.72977,                 1.0753,                0.62583,                0.60759,                0.63676,                0.37144,                 1.4921,                 1.1493,                 1.2971,              0.0084443,              0.0084443,              0.0084443
                     57,                 1.0416,                0.74103,                 1.0855,                 0.6062,                 0.5996,                0.62955,                0.36798,                 1.4569,                 1.1452,                 1.2887,               0.008416,               0.008416,               0.008416
                     58,                 1.0235,                0.73185,                   1.07,                 0.5811,                0.53787,                0.58066,                0.34106,                 1.4779,                 1.2252,                 1.2907,              0.0083877,              0.0083877,              0.0083877
                     59,                 1.0206,                0.72089,                 1.0657,                0.60875,                0.56296,                0.60573,                0.35322,                 1.4934,                 1.2124,                 1.3033,              0.0083594,              0.0083594,              0.0083594
                     60,                 1.0276,                0.73282,                   1.07,                0.63714,                 0.6016,                0.63842,                0.37513,                 1.4546,                  1.126,                  1.276,              0.0083311,              0.0083311,              0.0083311
                     61,                 1.0312,                0.72934,                 1.0657,                0.59342,                 0.5523,                  0.597,                0.34598,                 1.5127,                 1.2054,                 1.3192,              0.0083029,              0.0083029,              0.0083029
                     62,                 1.0225,                0.73087,                 1.0735,                0.64187,                0.56163,                0.62184,                0.36567,                  1.477,                 1.1549,                  1.308,              0.0082746,              0.0082746,              0.0082746
                     63,                 1.0213,                0.71926,                 1.0648,                0.65182,                0.61026,                0.64703,                0.37705,                 1.4691,                 1.0981,                 1.2989,              0.0082463,              0.0082463,              0.0082463
                     64,                 1.0066,                0.71586,                 1.0657,                0.65552,                0.58494,                0.63821,                0.37171,                 1.4837,                 1.1201,                 1.3006,               0.008218,               0.008218,               0.008218
                     65,                 1.0192,                0.72183,                 1.0746,                 0.6118,                0.59428,                0.62501,                0.35739,                 1.4971,                 1.1765,                 1.3112,              0.0081897,              0.0081897,              0.0081897
                     66,                 1.0113,                0.71625,                 1.0663,                 0.6495,                0.57562,                0.61815,                0.36175,                 1.4755,                 1.1304,                 1.2837,              0.0081614,              0.0081614,              0.0081614
                     67,                  1.005,                0.70167,                 1.0624,                0.65564,                0.57895,                  0.631,                0.37444,                  1.467,                 1.1286,                 1.2963,              0.0081331,              0.0081331,              0.0081331
                     68,                 1.0027,                0.70772,                 1.0621,                0.61912,                 0.5209,                0.57601,                0.33983,                 1.5282,                 1.2052,                 1.3239,              0.0081049,              0.0081049,              0.0081049
                     69,                0.99322,                0.69819,                 1.0594,                0.64638,                 0.6089,                0.64902,                0.37385,                 1.4748,                 1.1225,                 1.2871,              0.0080766,              0.0080766,              0.0080766
                     70,                0.99771,                0.69799,                 1.0578,                0.66004,                0.60406,                0.65114,                0.38219,                 1.4705,                 1.1139,                  1.297,              0.0080483,              0.0080483,              0.0080483
                     71,                0.99797,                0.69518,                   1.06,                0.60848,                0.57895,                0.61229,                0.35983,                 1.4876,                 1.1892,                 1.3005,                0.00802,                0.00802,                0.00802
                     72,                0.99257,                0.70441,                 1.0552,                0.64927,                0.58494,                0.62224,                0.36085,                 1.4812,                 1.1361,                 1.3137,              0.0079917,              0.0079917,              0.0079917
                     73,                 1.0001,                0.69233,                   1.06,                0.62313,                 0.5695,                0.61262,                0.35937,                 1.4663,                 1.2002,                 1.2869,              0.0079634,              0.0079634,              0.0079634
                     74,                0.99874,                0.69228,                 1.0508,                0.62635,                 0.6036,                0.64208,                0.38167,                 1.4452,                 1.1212,                 1.2762,              0.0079351,              0.0079351,              0.0079351
                     75,                0.97968,                0.68759,                 1.0569,                0.65151,                0.56895,                0.62896,                0.37489,                 1.4614,                 1.1237,                 1.2939,              0.0079069,              0.0079069,              0.0079069
                     76,                0.97609,                 0.6841,                 1.0531,                0.65393,                 0.5665,                0.62502,                0.36107,                 1.4956,                 1.1609,                 1.3023,              0.0078786,              0.0078786,              0.0078786
                     77,                0.98358,                0.68822,                 1.0542,                0.63108,                0.58361,                0.62463,                0.36842,                 1.4644,                 1.1652,                 1.2883,              0.0078503,              0.0078503,              0.0078503
                     78,                0.98098,                0.68525,                 1.0532,                0.63624,                0.60027,                0.64459,                0.37803,                 1.4491,                 1.1302,                 1.2806,               0.007822,               0.007822,               0.007822
                     79,                0.97065,                0.67645,                 1.0421,                0.62195,                0.59893,                0.64173,                 0.3828,                 1.4524,                 1.1116,                 1.2782,              0.0077937,              0.0077937,              0.0077937
                     80,                0.98854,                0.68902,                 1.0522,                 0.6572,                 0.5563,                0.62547,                0.36532,                 1.4894,                 1.1367,                 1.2985,              0.0077654,              0.0077654,              0.0077654
                     81,                0.95796,                0.67329,                 1.0456,                0.63054,                0.58784,                0.63666,                 0.3755,                 1.4595,                 1.1306,                 1.2873,              0.0077371,              0.0077371,              0.0077371
                     82,                0.96718,                0.67538,                 1.0429,                0.64329,                0.59953,                0.64084,                0.38002,                  1.461,                 1.1069,                 1.2725,              0.0077089,              0.0077089,              0.0077089
                     83,                0.95797,                0.66733,                 1.0371,                0.64895,                0.59608,                0.64069,                0.37999,                 1.4721,                 1.0883,                  1.293,              0.0076806,              0.0076806,              0.0076806
                     84,                0.96939,                0.66933,                 1.0398,                 0.6166,                0.61626,                0.63666,                0.37926,                 1.4402,                 1.0911,                 1.2829,              0.0076523,              0.0076523,              0.0076523
                     85,                0.96107,                0.67252,                 1.0414,                0.63444,                0.58294,                0.62743,                0.37231,                 1.4671,                 1.1257,                 1.2989,               0.007624,               0.007624,               0.007624
                     86,                0.95703,                0.66951,                  1.041,                0.65613,                0.57078,                 0.6374,                0.37316,                 1.4582,                 1.1318,                 1.2824,              0.0075957,              0.0075957,              0.0075957
                     87,                0.95869,                0.66409,                 1.0393,                0.63917,                0.58894,                0.62817,                0.36914,                 1.4819,                 1.1375,                 1.2778,              0.0075674,              0.0075674,              0.0075674
                     88,                 0.9649,                0.65491,                 1.0314,                 0.6855,                0.55963,                0.63784,                0.37775,                 1.4654,                 1.1033,                 1.2907,              0.0075391,              0.0075391,              0.0075391
                     89,                0.95503,                0.66005,                 1.0382,                0.67605,                0.57839,                0.64635,                0.37978,                 1.4616,                 1.1144,                 1.2849,              0.0075109,              0.0075109,              0.0075109
                     90,                0.95218,                0.65433,                 1.0332,                0.65773,                0.58827,                 0.6397,                0.37712,                 1.4616,                 1.1021,                 1.2862,              0.0074826,              0.0074826,              0.0074826
                     91,                0.95181,                0.65047,                 1.0362,                0.63584,                0.57495,                 0.6164,                0.35971,                 1.4772,                 1.1475,                 1.3024,              0.0074543,              0.0074543,              0.0074543
                     92,                0.95457,                0.66803,                 1.0364,                0.64129,                0.60027,                0.63691,                 0.3795,                 1.4469,                 1.1139,                 1.2957,               0.007426,               0.007426,               0.007426
                     93,                0.94789,                0.65342,                 1.0337,                0.60478,                0.60965,                0.62742,                0.37638,                 1.4364,                  1.126,                 1.2734,              0.0073977,              0.0073977,              0.0073977
                     94,                0.94102,                0.63889,                 1.0261,                0.65782,                 0.5853,                0.62981,                0.37047,                 1.4469,                 1.1464,                 1.2838,              0.0073694,              0.0073694,              0.0073694
                     95,                0.94683,                0.64498,                 1.0328,                0.66117,                 0.5759,                0.61927,                 0.3691,                 1.4674,                 1.1674,                 1.2883,              0.0073411,              0.0073411,              0.0073411
                     96,                0.94111,                 0.6452,                 1.0325,                0.66236,                0.56329,                0.62322,                0.37865,                 1.4233,                 1.1501,                  1.266,              0.0073129,              0.0073129,              0.0073129
                     97,                  0.935,                0.63554,                 1.0277,                0.67855,                0.56696,                0.63169,                0.37389,                 1.4772,                 1.1666,                 1.3079,              0.0072846,              0.0072846,              0.0072846
                     98,                0.94263,                0.64249,                 1.0294,                0.66529,                0.56562,                0.64192,                0.37877,                 1.4756,                 1.1178,                 1.3026,              0.0072563,              0.0072563,              0.0072563
                     99,                 0.9279,                0.63553,                 1.0282,                0.68604,                0.57029,                0.64641,                0.38364,                 1.4582,                 1.0843,                 1.2934,               0.007228,               0.007228,               0.007228
                    100,                0.92769,                 0.6331,                 1.0264,                0.64525,                0.60468,                0.65025,                 0.3876,                 1.4414,                 1.0921,                 1.2918,              0.0071997,              0.0071997,              0.0071997
                    101,                 0.9418,                0.64322,                 1.0257,                0.61235,                0.60693,                0.63512,                0.37979,                 1.4602,                 1.1144,                 1.2831,              0.0071714,              0.0071714,              0.0071714
                    102,                0.91637,                0.62437,                 1.0149,                0.63442,                0.59227,                0.63919,                0.37885,                 1.4719,                 1.0951,                 1.2911,              0.0071431,              0.0071431,              0.0071431
                    103,                0.91961,                0.63058,                  1.022,                0.65486,                0.60293,                0.65497,                0.38856,                 1.4616,                 1.0965,                 1.2872,              0.0071149,              0.0071149,              0.0071149
                    104,                 0.9231,                0.63212,                 1.0231,                0.67205,                0.59227,                0.64556,                0.37953,                 1.4607,                 1.1197,                 1.2907,              0.0070866,              0.0070866,              0.0070866
                    105,                 0.9183,                0.61814,                 1.0205,                0.66123,                 0.5976,                0.64238,                0.37965,                 1.4738,                 1.1178,                 1.2831,              0.0070583,              0.0070583,              0.0070583
                    106,                0.92151,                0.62538,                 1.0155,                0.64943,                0.59094,                0.64706,                0.38471,                 1.4735,                 1.1046,                 1.2945,                0.00703,                0.00703,                0.00703
                    107,                 0.9233,                0.62917,                 1.0232,                0.67916,                0.55963,                0.64069,                0.37914,                 1.4807,                 1.1122,                 1.2991,              0.0070017,              0.0070017,              0.0070017
                    108,                 0.9152,                0.62021,                 1.0151,                0.62703,                0.63225,                0.66081,                0.38212,                  1.476,                 1.0689,                 1.2872,              0.0069734,              0.0069734,              0.0069734
                    109,                0.91616,                0.62813,                 1.0198,                0.64551,                0.60959,                0.64945,                0.38759,                 1.4543,                 1.0792,                 1.2907,              0.0069451,              0.0069451,              0.0069451
                    110,                0.91471,                0.62365,                 1.0212,                0.68744,                0.57295,                0.64882,                0.39008,                 1.4286,                 1.1064,                 1.2659,              0.0069169,              0.0069169,              0.0069169
                    111,                0.93175,                0.62446,                 1.0202,                  0.631,                0.58694,                0.63203,                0.37511,                 1.4496,                 1.1362,                 1.2884,              0.0068886,              0.0068886,              0.0068886
                    112,                0.90541,                0.61648,                 1.0171,                0.63763,                0.58894,                0.63001,                0.37525,                  1.463,                 1.1225,                 1.2928,              0.0068603,              0.0068603,              0.0068603
                    113,                0.91625,                0.62049,                 1.0147,                0.67104,                0.59094,                 0.6474,                0.38586,                 1.4741,                 1.0921,                 1.2951,               0.006832,               0.006832,               0.006832
                    114,                0.90505,                0.61315,                 1.0142,                0.65324,                0.58961,                0.65077,                0.38456,                 1.4547,                 1.1113,                 1.3014,              0.0068037,              0.0068037,              0.0068037
                    115,                0.90319,                0.61348,                 1.0135,                0.65543,                0.58694,                0.64808,                 0.3869,                 1.4541,                 1.0959,                 1.2985,              0.0067754,              0.0067754,              0.0067754
                    116,                0.90121,                0.60749,                 1.0141,                0.61079,                0.61559,                 0.6463,                0.38594,                 1.4506,                  1.111,                 1.2855,              0.0067471,              0.0067471,              0.0067471
                    117,                0.91198,                0.60928,                 1.0157,                0.64888,                0.57029,                0.63615,                0.37857,                 1.4586,                 1.1197,                 1.2994,              0.0067189,              0.0067189,              0.0067189
                    118,                0.89838,                0.60917,                 1.0148,                0.67821,                0.57362,                0.64931,                0.38415,                 1.4686,                 1.1002,                 1.2974,              0.0066906,              0.0066906,              0.0066906
                    119,                0.89992,                0.61161,                 1.0117,                0.70663,                0.56562,                0.65193,                0.38842,                 1.4697,                 1.0929,                 1.3014,              0.0066623,              0.0066623,              0.0066623
                    120,                0.90967,                0.60961,                 1.0136,                0.67581,                0.58192,                0.63809,                 0.3831,                 1.4533,                 1.1165,                 1.2926,               0.006634,               0.006634,               0.006634
                    121,                0.89687,                0.60466,                 1.0065,                0.65048,                0.60227,                0.65118,                0.38867,                 1.4746,                 1.0916,                 1.3071,              0.0066057,              0.0066057,              0.0066057
                    122,                0.91178,                0.61388,                  1.014,                0.61671,                0.63158,                0.65001,                0.38224,                 1.4748,                 1.0893,                 1.3057,              0.0065774,              0.0065774,              0.0065774
                    123,                0.89358,                0.60273,                 1.0089,                0.63249,                0.61959,                0.65621,                0.38901,                 1.4576,                 1.0821,                 1.3015,              0.0065491,              0.0065491,              0.0065491
                    124,                0.89099,                0.60937,                 1.0116,                0.65669,                0.59131,                0.64286,                0.38458,                 1.4533,                 1.1137,                 1.2925,              0.0065209,              0.0065209,              0.0065209
                    125,                0.88849,                0.59592,                0.99972,                0.68868,                0.58228,                0.65146,                0.39037,                 1.4692,                 1.0922,                 1.2982,              0.0064926,              0.0064926,              0.0064926
                    126,                0.89181,                0.59866,                 1.0075,                0.65868,                0.58498,                0.63636,                0.37583,                 1.4748,                 1.0918,                 1.3074,              0.0064643,              0.0064643,              0.0064643
                    127,                0.88134,                0.59507,                  1.004,                0.67968,                0.57676,                0.64431,                0.38403,                 1.4567,                 1.0926,                 1.2939,               0.006436,               0.006436,               0.006436
                    128,                0.88784,                0.59126,                 1.0037,                0.65568,                0.60959,                0.64866,                 0.3901,                 1.4365,                 1.0914,                 1.2732,              0.0064077,              0.0064077,              0.0064077
                    129,                 0.8883,                0.60103,                 1.0104,                0.66655,                 0.6206,                0.66538,                0.40081,                 1.4282,                 1.0656,                  1.275,              0.0063794,              0.0063794,              0.0063794
                    130,                0.88254,                0.58905,                 1.0067,                0.67149,                0.58161,                0.65032,                 0.3833,                  1.455,                 1.1192,                  1.284,              0.0063511,              0.0063511,              0.0063511
                    131,                0.87725,                0.58745,                 1.0009,                0.62024,                0.61825,                0.63977,                 0.3816,                 1.4598,                 1.0977,                  1.285,              0.0063229,              0.0063229,              0.0063229
                    132,                0.88566,                0.59077,                  1.005,                0.66961,                0.59694,                0.64971,                0.38784,                  1.475,                 1.0939,                 1.2963,              0.0062946,              0.0062946,              0.0062946
                    133,                0.87335,                0.59061,                  1.002,                0.67767,                0.61771,                0.67112,                0.39549,                 1.4723,                 1.0732,                 1.2883,              0.0062663,              0.0062663,              0.0062663
                    134,                0.87683,                0.59258,                 1.0031,                0.68937,                0.59161,                0.65687,                0.38965,                 1.4748,                 1.1005,                 1.2946,               0.006238,               0.006238,               0.006238
                    135,                0.88118,                0.59424,                 1.0046,                0.70157,                0.57229,                0.64452,                0.38817,                   1.46,                  1.112,                 1.2871,              0.0062097,              0.0062097,              0.0062097
                    136,                 0.8774,                0.58625,                0.99679,                0.64721,                0.58177,                0.63031,                0.37327,                 1.4942,                 1.1224,                 1.3115,              0.0061814,              0.0061814,              0.0061814
                    137,                0.87081,                0.57954,                 0.9963,                  0.634,                 0.6232,                0.64174,                0.38282,                 1.4692,                  1.104,                 1.2928,              0.0061531,              0.0061531,              0.0061531
                    138,                0.87497,                0.58255,                 0.9997,                0.67182,                0.59735,                0.64204,                0.38285,                  1.473,                 1.1348,                 1.2959,              0.0061249,              0.0061249,              0.0061249
                    139,                0.86329,                0.57774,                 1.0022,                0.65749,                0.62159,                0.65894,                0.38842,                 1.4677,                 1.0928,                 1.2943,              0.0060966,              0.0060966,              0.0060966
                    140,                0.86072,                0.58007,                0.99997,                 0.6557,                 0.5956,                0.64282,                   0.38,                 1.4716,                 1.0991,                 1.2946,              0.0060683,              0.0060683,              0.0060683
                    141,                0.86759,                0.57544,                0.99442,                0.64091,                0.61759,                0.64591,                0.38656,                 1.4524,                 1.0906,                 1.2879,                0.00604,                0.00604,                0.00604
                    142,                 0.8737,                0.57871,                 0.9968,                0.67401,                0.57303,                0.63886,                0.38181,                 1.4613,                 1.1054,                 1.2893,              0.0060117,              0.0060117,              0.0060117
                    143,                0.86438,                0.57511,                0.99396,                0.68276,                0.58357,                 0.6441,                0.38623,                 1.4678,                 1.0844,                 1.3018,              0.0059834,              0.0059834,              0.0059834
                    144,                0.85941,                0.57565,                0.99358,                0.69671,                0.59688,                0.66241,                 0.3955,                 1.4814,                 1.0822,                 1.3214,              0.0059551,              0.0059551,              0.0059551
                    145,                0.85444,                0.57233,                0.98942,                0.65274,                0.61959,                0.65455,                0.39017,                  1.474,                 1.0835,                 1.3089,              0.0059269,              0.0059269,              0.0059269
                    146,                0.84922,                0.57448,                0.98985,                0.67872,                0.61503,                0.66588,                0.39804,                 1.4532,                   1.07,                 1.2854,              0.0058986,              0.0058986,              0.0058986
                    147,                0.85894,                0.57375,                0.99041,                0.69889,                0.59627,                0.64564,                0.38783,                 1.4619,                 1.0975,                 1.2937,              0.0058703,              0.0058703,              0.0058703
                    148,                0.84803,                0.56198,                0.98973,                0.66395,                0.60812,                0.64664,                0.39162,                 1.4381,                 1.1192,                 1.2846,               0.005842,               0.005842,               0.005842
                    149,                0.85945,                0.57216,                0.99753,                0.66962,                0.60494,                0.64787,                0.39145,                  1.439,                 1.0807,                 1.2762,              0.0058137,              0.0058137,              0.0058137
                    150,                0.85917,                0.57945,                0.99582,                0.68646,                0.58694,                0.65143,                 0.3921,                 1.4547,                 1.0915,                 1.2948,              0.0057854,              0.0057854,              0.0057854
                    151,                0.85537,                0.56738,                0.99257,                0.65614,                 0.6016,                0.65114,                0.39096,                 1.4687,                 1.1002,                 1.3114,              0.0057571,              0.0057571,              0.0057571
                    152,                0.85914,                0.57242,                0.99279,                0.66903,                 0.6056,                0.65159,                0.38654,                 1.4745,                 1.1179,                 1.2986,              0.0057289,              0.0057289,              0.0057289
                    153,                 0.8563,                0.56087,                0.98898,                0.66006,                0.61318,                0.65642,                 0.3894,                 1.4449,                 1.1101,                 1.2814,              0.0057006,              0.0057006,              0.0057006
