                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                 1.5193,                 1.0951,                 1.3033,                0.66086,                0.57842,                0.63821,                0.34889,                 1.5875,                 1.2081,                  1.335,              0.0095474,              0.0095474,              0.0095474
                     18,                 1.5261,                 1.0957,                 1.3014,                0.69715,                0.56619,                0.66001,                 0.3681,                 1.5586,                 1.1683,                 1.3025,              0.0095191,              0.0095191,              0.0095191
                     19,                 1.4981,                 1.0766,                 1.2973,                0.67059,                0.60791,                0.67257,                 0.3709,                 1.5816,                 1.1711,                 1.3061,              0.0094909,              0.0094909,              0.0094909
                     20,                 1.5011,                  1.072,                  1.287,                0.66348,                0.61655,                0.67914,                0.38038,                 1.5585,                 1.1311,                 1.2878,              0.0094626,              0.0094626,              0.0094626
                     21,                 1.4926,                 1.0621,                 1.2846,                0.69389,                0.59856,                0.67119,                0.37013,                 1.5632,                 1.1542,                 1.2983,              0.0094343,              0.0094343,              0.0094343
                     22,                 1.4803,                 1.0591,                 1.2815,                0.65315,                 0.6435,                0.68734,                0.38574,                 1.5345,                 1.1339,                 1.2903,               0.009406,               0.009406,               0.009406
                     23,                 1.4697,                 1.0534,                 1.2754,                0.68662,                0.62518,                0.67847,                 0.3749,                 1.5229,                 1.1144,                 1.2876,              0.0093777,              0.0093777,              0.0093777
                     24,                 1.4636,                 1.0382,                 1.2777,                0.68895,                0.61871,                0.68413,                0.38249,                 1.5506,                 1.1321,                 1.3008,              0.0093494,              0.0093494,              0.0093494
                     25,                 1.4397,                 1.0164,                 1.2641,                0.66584,                0.63022,                0.67579,                0.38098,                 1.5275,                 1.1229,                 1.2747,              0.0093211,              0.0093211,              0.0093211
                     26,                 1.4467,                 1.0227,                 1.2643,                 0.6984,                0.58058,                0.66981,                0.38835,                 1.5021,                 1.1144,                 1.2775,              0.0092929,              0.0092929,              0.0092929
                     27,                 1.4489,                 1.0219,                 1.2621,                0.67382,                0.60216,                 0.6618,                0.37725,                 1.5333,                 1.1248,                 1.2816,              0.0092646,              0.0092646,              0.0092646
                     28,                 1.4399,                 1.0143,                 1.2567,                0.69444,                0.62014,                0.69877,                0.40045,                 1.5003,                 1.0963,                 1.2731,              0.0092363,              0.0092363,              0.0092363
                     29,                 1.4294,                 1.0019,                  1.243,                0.69129,                0.62878,                0.70246,                 0.4008,                 1.4919,                 1.0909,                 1.2606,               0.009208,               0.009208,               0.009208
                     30,                 1.4183,                 0.9951,                 1.2414,                0.68418,                0.65036,                0.70745,                0.39974,                 1.5088,                 1.0858,                 1.2773,              0.0091797,              0.0091797,              0.0091797
                     31,                 1.4023,                0.97186,                  1.235,                0.70066,                0.60647,                0.68128,                0.39584,                 1.5053,                 1.1108,                 1.2784,              0.0091514,              0.0091514,              0.0091514
                     32,                  1.415,                0.98815,                 1.2386,                0.65967,                0.64006,                0.67766,                0.38745,                 1.5046,                 1.1178,                 1.2846,              0.0091231,              0.0091231,              0.0091231
                     33,                 1.4038,                0.98196,                 1.2416,                0.70199,                0.61871,                0.68036,                 0.3866,                 1.5139,                 1.1064,                 1.2701,              0.0090949,              0.0090949,              0.0090949
                     34,                 1.3995,                0.97225,                 1.2271,                0.69982,                0.64245,                0.70033,                0.39714,                 1.5137,                 1.0622,                 1.2819,              0.0090666,              0.0090666,              0.0090666
                     35,                 1.3933,                0.96641,                 1.2263,                0.65149,                0.62446,                 0.6777,                0.38921,                  1.519,                 1.0963,                 1.2761,              0.0090383,              0.0090383,              0.0090383
                     36,                 1.3721,                0.95052,                 1.2219,                0.67175,                 0.5964,                0.67512,                0.38127,                 1.5002,                 1.1078,                 1.2775,                0.00901,                0.00901,                0.00901
                     37,                  1.377,                0.95483,                  1.225,                0.70671,                0.62518,                0.70525,                0.40533,                 1.4692,                 1.0485,                 1.2587,              0.0089817,              0.0089817,              0.0089817
                     38,                 1.3847,                0.95602,                 1.2231,                0.66514,                 0.6259,                0.68286,                0.39241,                 1.4765,                 1.0938,                 1.2498,              0.0089534,              0.0089534,              0.0089534
                     39,                 1.3616,                0.94404,                 1.2163,                0.69768,                0.65324,                0.70492,                0.40093,                 1.5077,                 1.0539,                  1.275,              0.0089251,              0.0089251,              0.0089251
                     40,                 1.3674,                0.92797,                  1.213,                0.69742,                0.63343,                0.68983,                0.39544,                 1.4963,                 1.0721,                 1.2664,              0.0088969,              0.0088969,              0.0088969
                     41,                 1.3639,                0.94028,                 1.2177,                0.69212,                0.64532,                0.68828,                0.38982,                 1.5081,                 1.0764,                 1.2645,              0.0088686,              0.0088686,              0.0088686
                     42,                 1.3668,                0.93217,                 1.2168,                0.70494,                 0.6394,                0.70597,                0.40068,                 1.5053,                  1.052,                 1.2753,              0.0088403,              0.0088403,              0.0088403
                     43,                 1.3455,                0.92239,                 1.2001,                0.70526,                0.63525,                0.69755,                0.39747,                 1.5173,                 1.0599,                 1.2741,               0.008812,               0.008812,               0.008812
                     44,                 1.3487,                0.91547,                 1.2064,                0.72062,                0.63022,                0.69598,                0.39408,                 1.4983,                 1.0589,                 1.2659,              0.0087837,              0.0087837,              0.0087837
                     45,                  1.333,                 0.9109,                 1.1967,                0.69113,                0.64875,                0.70667,                0.40853,                 1.4638,                 1.0432,                 1.2542,              0.0087554,              0.0087554,              0.0087554
                     46,                 1.3364,                0.90892,                 1.2007,                0.70066,                0.63885,                0.70918,                0.40207,                 1.4803,                 1.0617,                 1.2609,              0.0087271,              0.0087271,              0.0087271
                     47,                 1.3315,                  0.913,                 1.1972,                0.69502,                 0.6446,                0.70958,                0.40781,                 1.4794,                 1.0405,                 1.2538,              0.0086989,              0.0086989,              0.0086989
                     48,                 1.3301,                 0.9032,                  1.192,                0.70507,                0.62776,                0.70724,                 0.4053,                 1.4998,                 1.0547,                 1.2706,              0.0086706,              0.0086706,              0.0086706
                     49,                 1.3255,                 0.8992,                 1.1927,                0.70972,                0.61388,                0.69887,                0.40627,                 1.4723,                 1.0331,                 1.2557,              0.0086423,              0.0086423,              0.0086423
                     50,                 1.3194,                0.88966,                 1.1875,                0.72913,                0.63908,                0.70684,                 0.4094,                 1.4631,                  1.031,                  1.247,               0.008614,               0.008614,               0.008614
                     51,                 1.3224,                0.89312,                 1.1846,                0.73042,                0.63165,                0.71499,                0.41848,                 1.4652,                 1.0257,                 1.2445,              0.0085857,              0.0085857,              0.0085857
                     52,                 1.3166,                0.88829,                 1.1864,                0.70635,                0.63684,                0.70653,                0.40998,                 1.4726,                 1.0398,                 1.2509,              0.0085574,              0.0085574,              0.0085574
                     53,                 1.3099,                0.88305,                 1.1851,                0.67986,                0.65396,                0.70282,                0.40335,                  1.473,                 1.0471,                 1.2565,              0.0085291,              0.0085291,              0.0085291
                     54,                 1.3008,                0.87959,                 1.1818,                0.72035,                0.61871,                0.70532,                0.41187,                 1.4706,                  1.059,                 1.2567,              0.0085009,              0.0085009,              0.0085009
                     55,                 1.3028,                0.87361,                 1.1808,                0.71201,                0.63022,                0.70325,                0.40564,                 1.4744,                 1.0391,                 1.2423,              0.0084726,              0.0084726,              0.0084726
                     56,                 1.2989,                0.87289,                 1.1744,                0.70471,                0.62878,                0.70692,                0.41357,                 1.4529,                 1.0288,                 1.2481,              0.0084443,              0.0084443,              0.0084443
                     57,                  1.292,                0.86782,                 1.1726,                0.70656,                0.64245,                    0.7,                0.40609,                 1.4606,                 1.0256,                  1.246,               0.008416,               0.008416,               0.008416
                     58,                 1.2847,                0.85802,                 1.1674,                0.73777,                0.60935,                0.68993,                0.40458,                 1.4502,                 1.0556,                  1.245,              0.0083877,              0.0083877,              0.0083877
                     59,                 1.2807,                0.85791,                 1.1669,                0.69558,                0.63309,                0.70327,                0.41216,                 1.4441,                 1.0433,                 1.2397,              0.0083594,              0.0083594,              0.0083594
                     60,                 1.2731,                0.85746,                 1.1653,                 0.7234,                0.65324,                0.71371,                 0.4195,                  1.464,                 1.0125,                  1.241,              0.0083311,              0.0083311,              0.0083311
                     61,                 1.2688,                0.84324,                 1.1571,                0.75443,                 0.6036,                0.70419,                0.41386,                  1.456,                 1.0211,                   1.24,              0.0083029,              0.0083029,              0.0083029
                     62,                 1.2758,                0.84824,                 1.1602,                0.73314,                0.64173,                0.72052,                0.42016,                 1.4567,                 1.0002,                  1.241,              0.0082746,              0.0082746,              0.0082746
                     63,                 1.2652,                 0.8442,                 1.1647,                0.71948,                0.64767,                 0.7072,                0.40374,                 1.4719,                 1.0267,                 1.2525,              0.0082463,              0.0082463,              0.0082463
                     64,                 1.2631,                0.83971,                 1.1555,                0.72057,                0.63633,                0.70881,                0.41124,                 1.4647,                 1.0066,                 1.2493,               0.008218,               0.008218,               0.008218
                     65,                 1.2561,                 0.8294,                 1.1541,                0.72743,                0.62878,                0.70822,                0.41826,                 1.4417,                 1.0125,                 1.2377,              0.0081897,              0.0081897,              0.0081897
                     66,                 1.2632,                 0.8404,                 1.1573,                0.72235,                0.63094,                0.70417,                 0.4149,                 1.4585,                 1.0146,                 1.2551,              0.0081614,              0.0081614,              0.0081614
                     67,                 1.2469,                 0.8254,                 1.1518,                0.68836,                0.64388,                0.69695,                0.40827,                 1.4556,                 1.0472,                 1.2585,              0.0081331,              0.0081331,              0.0081331
                     68,                 1.2569,                0.82861,                 1.1526,                0.71416,                0.65755,                0.70729,                0.41652,                 1.4412,                 1.0107,                 1.2429,              0.0081049,              0.0081049,              0.0081049
                     69,                 1.2558,                0.82741,                 1.1509,                0.73745,                0.62518,                0.70871,                0.41235,                 1.4325,                 1.0242,                 1.2342,              0.0080766,              0.0080766,              0.0080766
                     70,                 1.2439,                0.82626,                 1.1509,                0.74129,                0.63453,                0.70203,                0.41627,                 1.4496,                 1.0201,                 1.2502,              0.0080483,              0.0080483,              0.0080483
                     71,                 1.2433,                0.81651,                 1.1461,                0.69875,                0.64413,                0.69934,                0.41009,                 1.4478,                 1.0271,                 1.2556,                0.00802,                0.00802,                0.00802
                     72,                 1.2367,                0.81418,                 1.1417,                0.71138,                 0.6554,                0.72189,                0.42353,                 1.4529,                 0.9912,                 1.2469,              0.0079917,              0.0079917,              0.0079917
                     73,                 1.2346,                0.81373,                 1.1475,                 0.7035,                0.64388,                0.70561,                0.41703,                 1.4378,                 1.0178,                 1.2429,              0.0079634,              0.0079634,              0.0079634
                     74,                 1.2306,                0.80466,                 1.1372,                0.72574,                0.66115,                0.71755,                0.41876,                 1.4478,                0.99639,                 1.2555,              0.0079351,              0.0079351,              0.0079351
                     75,                 1.2353,                0.80929,                 1.1453,                0.73813,                0.62806,                0.70214,                0.41338,                 1.4549,                 1.0093,                  1.264,              0.0079069,              0.0079069,              0.0079069
                     76,                 1.2207,                0.80224,                 1.1353,                0.75075,                0.60892,                0.70483,                0.41787,                 1.4456,                 1.0192,                 1.2504,              0.0078786,              0.0078786,              0.0078786
                     77,                 1.2255,                0.79855,                 1.1343,                0.73015,                0.63525,                0.70605,                0.41551,                 1.4539,                  1.016,                 1.2535,              0.0078503,              0.0078503,              0.0078503
                     78,                 1.2243,                 0.7955,                  1.138,                0.71024,                0.67363,                0.71967,                0.41907,                 1.4519,                0.99102,                  1.251,               0.007822,               0.007822,               0.007822
                     79,                 1.2287,                0.79781,                 1.1366,                0.70321,                0.65612,                0.71539,                0.41856,                 1.4439,                 1.0231,                  1.238,              0.0077937,              0.0077937,              0.0077937
                     80,                 1.2249,                0.79705,                 1.1364,                0.73657,                0.63365,                0.71696,                 0.4228,                 1.4651,                 1.0001,                 1.2533,              0.0077654,              0.0077654,              0.0077654
                     81,                 1.2083,                0.79383,                 1.1314,                0.72786,                0.64676,                0.71525,                0.42224,                 1.4492,                 1.0111,                 1.2468,              0.0077371,              0.0077371,              0.0077371
                     82,                 1.2199,                0.79051,                 1.1322,                0.71562,                0.64173,                0.70828,                0.41612,                 1.4563,                 1.0241,                 1.2563,              0.0077089,              0.0077089,              0.0077089
                     83,                 1.2096,                0.78503,                 1.1264,                0.70987,                0.65252,                0.71229,                0.42281,                 1.4588,                 1.0175,                 1.2435,              0.0076806,              0.0076806,              0.0076806
                     84,                 1.2024,                0.78258,                 1.1216,                0.69825,                0.67194,                0.71453,                0.42315,                 1.4572,                 0.9944,                 1.2475,              0.0076523,              0.0076523,              0.0076523
                     85,                 1.2019,                0.78126,                 1.1273,                0.72622,                0.63165,                0.71128,                0.43033,                 1.4405,                 1.0018,                 1.2485,               0.007624,               0.007624,               0.007624
                     86,                 1.2009,                0.77493,                 1.1241,                0.72461,                0.64964,                0.72056,                0.42866,                 1.4549,                0.98797,                 1.2519,              0.0075957,              0.0075957,              0.0075957
                     87,                 1.1934,                0.77539,                 1.1211,                 0.7201,                0.65705,                0.72122,                0.42614,                 1.4418,                0.98769,                 1.2285,              0.0075674,              0.0075674,              0.0075674
                     88,                 1.1956,                0.76795,                 1.1197,                0.74616,                0.65252,                0.72657,                0.42769,                 1.4501,                0.98054,                 1.2395,              0.0075391,              0.0075391,              0.0075391
                     89,                 1.1882,                 0.7707,                 1.1217,                0.72887,                0.62806,                0.70409,                0.41451,                 1.4487,                 1.0235,                 1.2419,              0.0075109,              0.0075109,              0.0075109
                     90,                 1.1987,                0.77811,                 1.1244,                0.70902,                0.64317,                0.70896,                0.42276,                 1.4425,                 1.0097,                 1.2419,              0.0074826,              0.0074826,              0.0074826
                     91,                 1.1858,                0.76546,                 1.1179,                0.71638,                0.65324,                0.70511,                0.41561,                 1.4563,                 1.0098,                 1.2485,              0.0074543,              0.0074543,              0.0074543
                     92,                 1.1912,                0.76918,                  1.118,                 0.7088,                0.65683,                0.71937,                0.42256,                 1.4583,                0.98016,                 1.2569,               0.007426,               0.007426,               0.007426
                     93,                 1.1883,                0.76675,                 1.1138,                0.72494,                0.65037,                0.71436,                0.42536,                 1.4574,                0.99226,                 1.2472,              0.0073977,              0.0073977,              0.0073977
                     94,                 1.1932,                0.76848,                 1.1172,                 0.7037,                0.65396,                0.71475,                0.42866,                 1.4313,                0.98857,                 1.2346,              0.0073694,              0.0073694,              0.0073694
                     95,                 1.1855,                0.76196,                 1.1154,                0.71224,                 0.6446,                0.70518,                0.41836,                 1.4694,                0.99724,                 1.2639,              0.0073411,              0.0073411,              0.0073411
                     96,                 1.1789,                0.75864,                 1.1084,                0.71217,                0.64388,                0.69968,                0.41567,                  1.462,                0.99274,                 1.2569,              0.0073129,              0.0073129,              0.0073129
                     97,                 1.1755,                0.75474,                 1.1104,                0.72019,                0.64604,                 0.7091,                0.42319,                 1.4449,                0.99283,                 1.2395,              0.0072846,              0.0072846,              0.0072846
                     98,                 1.1777,                0.75774,                 1.1105,                0.74008,                 0.6554,                0.72009,                0.42849,                 1.4413,                0.97904,                 1.2403,              0.0072563,              0.0072563,              0.0072563
                     99,                  1.172,                0.75029,                 1.1066,                0.72146,                0.64287,                0.70268,                0.41509,                 1.4324,                 1.0055,                 1.2494,               0.007228,               0.007228,               0.007228
                    100,                 1.1685,                0.74553,                 1.1034,                0.70749,                0.65252,                0.70713,                0.41636,                  1.456,                0.99336,                 1.2518,              0.0071997,              0.0071997,              0.0071997
                    101,                 1.1581,                0.74325,                 1.1046,                0.75701,                0.62878,                0.71236,                 0.4209,                 1.4626,                 1.0005,                 1.2663,              0.0071714,              0.0071714,              0.0071714
                    102,                 1.1485,                0.72724,                 1.0988,                0.72452,                0.63957,                0.72016,                0.42644,                 1.4438,                0.96369,                 1.2483,              0.0071431,              0.0071431,              0.0071431
                    103,                 1.1948,                0.77127,                  1.115,                0.72769,                 0.6518,                0.71548,                0.42647,                 1.4457,                      1,                 1.2464,                   0.01,                   0.01,                   0.01
                    104,                 1.2028,                0.78238,                 1.1246,                0.72647,                0.63381,                0.71767,                0.42475,                 1.4673,                 1.0045,                  1.257,              0.0099717,              0.0099717,              0.0099717
                    105,                 1.2013,                0.77581,                 1.1229,                0.69454,                0.66835,                0.70947,                0.41653,                 1.4456,                0.99757,                 1.2465,              0.0099434,              0.0099434,              0.0099434
                    106,                   1.21,                0.78128,                 1.1253,                0.73282,                0.62662,                0.70491,                0.41379,                 1.4481,                0.99469,                 1.2468,              0.0099151,              0.0099151,              0.0099151
                    107,                 1.2109,                0.79248,                 1.1296,                0.70727,                0.64245,                0.70112,                0.41261,                 1.4572,                 1.0289,                  1.259,              0.0098869,              0.0098869,              0.0098869
                    108,                 1.2048,                0.78016,                  1.121,                0.72584,                0.62662,                 0.7078,                0.41769,                 1.4448,                 1.0158,                 1.2499,              0.0098586,              0.0098586,              0.0098586
                    109,                 1.2076,                 0.7802,                 1.1264,                0.70105,                0.65108,                0.70905,                0.41798,                  1.455,                 1.0059,                 1.2463,              0.0098303,              0.0098303,              0.0098303
                    110,                 1.2071,                0.78159,                 1.1229,                 0.7185,                0.65612,                0.70926,                0.41383,                 1.4574,                 0.9944,                 1.2576,               0.009802,               0.009802,               0.009802
                    111,                  1.197,                0.77496,                 1.1187,                0.73072,                0.64101,                0.71023,                0.41475,                 1.4523,                0.99582,                  1.257,              0.0097737,              0.0097737,              0.0097737
                    112,                 1.2092,                0.77727,                 1.1231,                0.74304,                0.63451,                0.71142,                0.41627,                 1.4564,                 0.9982,                 1.2511,              0.0097454,              0.0097454,              0.0097454
                    113,                 1.1962,                0.77113,                 1.1166,                0.71328,                0.66043,                0.70424,                0.42011,                 1.4278,                 1.0129,                 1.2361,              0.0097171,              0.0097171,              0.0097171
                    114,                  1.202,                0.77144,                 1.1172,                0.72043,                0.66619,                0.71008,                0.41946,                 1.4312,                0.99753,                  1.244,              0.0096889,              0.0096889,              0.0096889
                    115,                 1.1866,                0.76958,                  1.114,                0.73563,                0.64604,                0.71282,                 0.4249,                 1.4293,                0.98839,                 1.2372,              0.0096606,              0.0096606,              0.0096606
                    116,                 1.1789,                0.76135,                 1.1111,                0.72129,                0.62931,                0.70564,                0.41613,                 1.4609,                 1.0062,                 1.2557,              0.0096323,              0.0096323,              0.0096323
                    117,                 1.1869,                0.75928,                 1.1157,                0.68486,                0.66187,                0.70944,                  0.421,                 1.4346,                 1.0008,                 1.2463,               0.009604,               0.009604,               0.009604
                    118,                 1.1935,                 0.7714,                 1.1145,                0.72044,                 0.6446,                0.71278,                0.42288,                 1.4359,                  1.004,                 1.2467,              0.0095757,              0.0095757,              0.0095757
                    119,                  1.176,                0.76056,                 1.1091,                0.74141,                0.65683,                0.72386,                0.42729,                 1.4438,                0.97593,                 1.2616,              0.0095474,              0.0095474,              0.0095474
                    120,                 1.1926,                 0.7642,                 1.1142,                0.73831,                0.65827,                0.72265,                0.42091,                 1.4556,                0.98806,                 1.2489,              0.0095191,              0.0095191,              0.0095191
                    121,                 1.1695,                0.75292,                 1.1076,                0.73458,                0.64892,                 0.7171,                0.43116,                 1.4351,                0.98757,                  1.255,              0.0094909,              0.0094909,              0.0094909
                    122,                 1.1845,                0.76143,                 1.1118,                0.72539,                0.65827,                0.72242,                0.43377,                 1.4329,                0.99226,                 1.2456,              0.0094626,              0.0094626,              0.0094626
                    123,                  1.175,                0.74964,                 1.1077,                0.71931,                0.66739,                0.72142,                0.43771,                 1.4005,                0.98185,                  1.225,              0.0094343,              0.0094343,              0.0094343
                    124,                 1.1789,                0.75292,                  1.111,                0.74136,                 0.6446,                0.70701,                0.42306,                 1.4419,                 1.0173,                 1.2476,               0.009406,               0.009406,               0.009406
                    125,                  1.176,                0.75297,                  1.108,                0.75021,                0.64101,                0.70595,                0.42683,                 1.4406,                0.99234,                 1.2461,              0.0093777,              0.0093777,              0.0093777
                    126,                 1.1779,                0.75064,                 1.1114,                0.74882,                0.63525,                0.70314,                0.41935,                 1.4366,                0.99162,                 1.2572,              0.0093494,              0.0093494,              0.0093494
                    127,                 1.1578,                 0.7405,                 1.1029,                0.72914,                0.64491,                0.70775,                 0.4233,                 1.4369,                0.98797,                  1.253,              0.0093211,              0.0093211,              0.0093211
                    128,                 1.1687,                0.74834,                 1.1052,                 0.7142,                0.67914,                0.71677,                0.42527,                 1.4381,                0.97479,                 1.2536,              0.0092929,              0.0092929,              0.0092929
                    129,                 1.1719,                0.74612,                 1.1041,                0.71928,                0.66731,                 0.7185,                0.42887,                  1.423,                0.97879,                 1.2366,              0.0092646,              0.0092646,              0.0092646
                    130,                 1.1726,                0.75087,                 1.1037,                0.73969,                0.64029,                0.71212,                0.42322,                 1.4246,                 1.0028,                 1.2479,              0.0092363,              0.0092363,              0.0092363
                    131,                  1.167,                0.74026,                 1.0967,                0.72333,                0.64892,                0.71208,                0.41963,                 1.4181,                0.99288,                 1.2401,               0.009208,               0.009208,               0.009208
                    132,                 1.1559,                0.73672,                  1.099,                0.71969,                0.65468,                0.71904,                0.42737,                 1.4401,                 0.9886,                 1.2635,              0.0091797,              0.0091797,              0.0091797
                    133,                 1.1493,                0.72719,                 1.0954,                0.75337,                0.62518,                0.71284,                0.42372,                 1.4383,                 1.0097,                 1.2565,              0.0091514,              0.0091514,              0.0091514
                    134,                 1.1622,                0.73556,                 1.1004,                0.74925,                0.63957,                0.71161,                0.42455,                  1.447,                 1.0014,                 1.2557,              0.0091231,              0.0091231,              0.0091231
                    135,                  1.158,                0.73587,                 1.1008,                0.76693,                0.63679,                 0.7228,                0.43085,                 1.4389,                0.96602,                 1.2537,              0.0090949,              0.0090949,              0.0090949
                    136,                 1.1501,                 0.7289,                  1.096,                0.73525,                0.65133,                0.71889,                0.42974,                 1.4415,                 0.9878,                 1.2611,              0.0090666,              0.0090666,              0.0090666
                    137,                 1.1428,                0.72604,                  1.093,                0.72244,                0.65971,                0.71631,                0.43051,                  1.413,                0.98554,                 1.2402,              0.0090383,              0.0090383,              0.0090383
                    138,                 1.1382,                0.72221,                 1.0923,                0.75042,                0.64101,                0.71667,                 0.4287,                 1.4295,                0.99302,                 1.2501,                0.00901,                0.00901,                0.00901
                    139,                 1.1414,                0.72515,                 1.0927,                 0.7389,                0.66575,                0.73099,                0.43296,                 1.4259,                 0.9619,                 1.2495,              0.0089817,              0.0089817,              0.0089817
                    140,                 1.1464,                0.72752,                 1.0927,                0.75182,                 0.6446,                0.71688,                0.42818,                 1.4288,                0.99765,                 1.2442,              0.0089534,              0.0089534,              0.0089534
                    141,                 1.1384,                0.72225,                 1.0943,                0.75348,                0.63107,                0.71485,                0.42553,                  1.425,                  1.004,                  1.251,              0.0089251,              0.0089251,              0.0089251
                    142,                 1.1367,                0.71379,                 1.0894,                 0.7299,                0.65108,                0.71493,                0.43063,                 1.4317,                0.98806,                 1.2508,              0.0088969,              0.0088969,              0.0088969
                    143,                 1.1388,                0.71992,                 1.0917,                0.72504,                 0.6554,                 0.7263,                0.43249,                 1.4163,                0.95463,                 1.2392,              0.0088686,              0.0088686,              0.0088686
                    144,                 1.1397,                0.72154,                 1.0924,                0.74218,                0.63597,                0.72442,                0.43511,                 1.4222,                0.97475,                 1.2425,              0.0088403,              0.0088403,              0.0088403
                    145,                  1.127,                0.71223,                 1.0841,                0.75117,                0.63634,                0.71503,                0.42667,                 1.4341,                0.98702,                 1.2563,               0.008812,               0.008812,               0.008812
                    146,                 1.1265,                 0.7112,                  1.088,                0.76605,                 0.6295,                0.71635,                0.42566,                 1.4471,                0.98715,                 1.2614,              0.0087837,              0.0087837,              0.0087837
                    147,                 1.1207,                0.70964,                 1.0828,                0.75773,                0.64245,                0.71676,                0.42174,                 1.4316,                0.97609,                 1.2518,              0.0087554,              0.0087554,              0.0087554
                    148,                 1.1247,                0.71096,                 1.0869,                0.73535,                0.66115,                0.71072,                0.42709,                 1.4251,                0.99091,                 1.2571,              0.0087271,              0.0087271,              0.0087271
                    149,                  1.122,                0.70934,                  1.084,                0.73198,                0.67626,                0.72619,                0.43873,                 1.4296,                0.96583,                 1.2537,              0.0086989,              0.0086989,              0.0086989
                    150,                 1.1234,                0.71077,                 1.0828,                 0.7238,                0.66739,                0.71416,                0.42131,                 1.4569,                0.98962,                 1.2655,              0.0086706,              0.0086706,              0.0086706
                    151,                 1.1266,                0.70927,                 1.0894,                0.73177,                0.65359,                 0.7097,                0.42395,                 1.4304,                0.99164,                 1.2635,              0.0086423,              0.0086423,              0.0086423
                    152,                 1.1181,                0.70378,                 1.0795,                0.73308,                 0.6446,                0.71051,                0.42633,                 1.4358,                 0.9931,                  1.262,               0.008614,               0.008614,               0.008614
