                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     24,                 1.1945,                0.87594,                 1.1485,                0.70545,                0.64647,                0.70714,                0.40704,                 1.5208,                 1.0803,                 1.2949,              0.0093494,              0.0093494,              0.0093494
                     25,                 1.1876,                0.87111,                 1.1421,                0.72116,                0.63234,                0.70986,                0.40846,                 1.5299,                 1.0616,                 1.3126,              0.0093211,              0.0093211,              0.0093211
                     26,                 1.1863,                 0.8574,                 1.1387,                0.71671,                0.60268,                 0.6904,                0.39579,                 1.5301,                 1.0892,                 1.3053,              0.0092929,              0.0092929,              0.0092929
                     27,                 1.1751,                0.84723,                 1.1319,                0.71461,                0.61761,                0.69007,                0.39649,                 1.4943,                 1.0909,                 1.2763,              0.0092646,              0.0092646,              0.0092646
                     28,                 1.1672,                0.84263,                 1.1275,                0.67024,                0.62944,                0.68878,                0.40451,                 1.4798,                 1.0928,                   1.26,              0.0092363,              0.0092363,              0.0092363
                     29,                  1.161,                0.83931,                 1.1266,                0.71383,                0.62978,                0.69948,                0.40717,                 1.4896,                 1.0659,                 1.2888,                   0.01,                   0.01,                   0.01
                     30,                 1.1625,                0.83599,                 1.1256,                0.69123,                0.60908,                0.68236,                0.39916,                 1.5107,                 1.0962,                 1.2825,              0.0099717,              0.0099717,              0.0099717
                     31,                 1.1674,                0.83226,                 1.1225,                0.72873,                0.60326,                 0.6839,                0.40146,                 1.4915,                 1.0826,                 1.3042,              0.0099434,              0.0099434,              0.0099434
                     32,                 1.1619,                0.82629,                 1.1227,                0.69287,                0.61315,                 0.6765,                0.40092,                 1.4896,                    1.1,                 1.2923,              0.0099151,              0.0099151,              0.0099151
                     33,                 1.1544,                0.81674,                  1.118,                0.71508,                0.62885,                0.69325,                0.40685,                 1.5037,                 1.0606,                 1.2865,              0.0098869,              0.0098869,              0.0098869
                     34,                 1.1485,                 0.8167,                 1.1157,                0.70629,                0.61971,                0.68801,                0.41007,                 1.4886,                 1.0808,                 1.2771,              0.0098586,              0.0098586,              0.0098586
                     35,                 1.1391,                0.80913,                 1.1105,                0.73257,                0.61198,                0.70237,                0.41223,                 1.5064,                 1.0496,                 1.2992,              0.0098303,              0.0098303,              0.0098303
                     36,                 1.1346,                0.80727,                 1.1098,                0.69552,                  0.637,                0.68828,                0.39989,                  1.519,                 1.0892,                 1.3074,               0.009802,               0.009802,               0.009802
                     37,                 1.1316,                0.79592,                 1.1091,                0.74455,                0.60193,                 0.6934,                0.40978,                 1.5028,                 1.0558,                 1.2856,              0.0097737,              0.0097737,              0.0097737
                     38,                  1.125,                0.79325,                  1.106,                0.73388,                 0.6114,                0.69706,                0.40674,                 1.5144,                  1.051,                 1.3086,              0.0097454,              0.0097454,              0.0097454
                     39,                 1.1269,                 0.7857,                 1.1054,                0.70914,                0.63002,                0.69319,                0.40225,                 1.5057,                 1.0383,                 1.2905,              0.0097171,              0.0097171,              0.0097171
                     40,                 1.1114,                0.78115,                 1.1009,                0.71006,                0.63525,                0.69595,                0.41189,                 1.4976,                 1.0361,                   1.29,              0.0096889,              0.0096889,              0.0096889
                     41,                 1.1077,                0.77291,                 1.0939,                0.72886,                0.61315,                0.68813,                0.40402,                 1.4813,                 1.0461,                 1.2791,              0.0096606,              0.0096606,              0.0096606
                     42,                  1.109,                 0.7748,                 1.0971,                0.73903,                0.61664,                0.70688,                0.41383,                 1.5176,                 1.0601,                 1.3068,              0.0096323,              0.0096323,              0.0096323
                     43,                 1.0972,                0.75977,                 1.0895,                0.69735,                0.65154,                0.70211,                0.41682,                 1.4936,                 1.0372,                 1.2854,               0.009604,               0.009604,               0.009604
                     44,                 1.1036,                0.76402,                 1.0909,                0.75117,                0.61955,                0.69794,                 0.4097,                  1.495,                 1.0215,                 1.3106,              0.0095757,              0.0095757,              0.0095757
                     45,                 1.0922,                0.75502,                 1.0858,                0.73323,                0.62362,                 0.7068,                0.41409,                 1.4887,                 1.0236,                 1.2823,              0.0095474,              0.0095474,              0.0095474
                     46,                 1.0886,                0.75521,                 1.0832,                0.72532,                0.61431,                0.69679,                0.40714,                 1.5135,                 1.0632,                 1.3025,              0.0095191,              0.0095191,              0.0095191
                     47,                 1.0871,                0.74832,                 1.0824,                 0.7111,                0.63002,                0.68985,                0.40406,                  1.514,                 1.0514,                 1.3007,              0.0094909,              0.0094909,              0.0094909
                     48,                  1.077,                0.73975,                 1.0822,                0.71505,                0.64572,                0.71477,                0.42185,                 1.5072,                 1.0357,                 1.2989,              0.0094626,              0.0094626,              0.0094626
                     49,                 1.0731,                0.73629,                 1.0768,                0.71952,                0.64631,                0.71438,                 0.4208,                 1.5069,                 1.0238,                 1.2903,              0.0094343,              0.0094343,              0.0094343
                     50,                 1.0684,                0.73488,                 1.0779,                0.74404,                0.62013,                0.70792,                0.41459,                 1.5153,                 1.0387,                  1.293,               0.009406,               0.009406,               0.009406
                     51,                 1.0618,                0.72958,                 1.0739,                0.71386,                0.64002,                0.69635,                 0.4094,                 1.4728,                 1.0207,                  1.268,              0.0093777,              0.0093777,              0.0093777
                     52,                 1.0649,                0.72618,                  1.079,                0.73235,                 0.6367,                0.70728,                0.41333,                 1.4822,                  1.017,                  1.272,              0.0093494,              0.0093494,              0.0093494
                     53,                 1.0602,                0.72461,                 1.0729,                0.74079,                0.64671,                0.70818,                0.41177,                 1.5027,                 1.0314,                 1.3014,              0.0093211,              0.0093211,              0.0093211
                     54,                 1.0634,                0.72164,                 1.0725,                0.71806,                0.66201,                0.71949,                0.42471,                 1.4956,                 1.0046,                 1.2905,              0.0092929,              0.0092929,              0.0092929
                     55,                 1.0501,                0.71087,                  1.066,                 0.7162,                0.64301,                0.70299,                0.40709,                 1.4885,                 1.0411,                 1.2982,              0.0092646,              0.0092646,              0.0092646
                     56,                 1.0672,                0.72321,                  1.073,                0.77045,                0.61894,                0.71373,                0.42414,                 1.4679,                  1.043,                 1.2782,              0.0092363,              0.0092363,              0.0092363
                     57,                 1.0555,                0.72007,                 1.0704,                0.73098,                0.63228,                0.70266,                0.41836,                 1.4831,                 1.0329,                 1.2816,               0.009208,               0.009208,               0.009208
                     58,                 1.0534,                0.71567,                  1.069,                0.75208,                0.63351,                0.71218,                0.41467,                 1.4932,                 1.0395,                 1.3058,              0.0091797,              0.0091797,              0.0091797
                     59,                 1.0598,                0.71265,                 1.0677,                0.73651,                0.62536,                0.70192,                0.41617,                 1.4764,                 1.0361,                 1.2868,              0.0091514,              0.0091514,              0.0091514
                     60,                 1.0481,                0.70964,                 1.0653,                0.72357,                0.64398,                0.70472,                0.41687,                 1.4911,                 1.0199,                 1.2896,              0.0091231,              0.0091231,              0.0091231
                     61,                 1.0472,                0.70772,                 1.0639,                0.71034,                0.65794,                0.70931,                0.42114,                 1.4932,                 1.0054,                 1.2943,              0.0090949,              0.0090949,              0.0090949
                     62,                 1.0531,                 0.7076,                 1.0676,                0.75202,                 0.6245,                 0.7174,                0.42804,                 1.4884,                 1.0336,                 1.2971,              0.0090666,              0.0090666,              0.0090666
                     63,                 1.0407,                0.70088,                 1.0616,                0.74514,                0.61231,                0.70043,                0.41676,                 1.4899,                 1.0305,                 1.2929,              0.0090383,              0.0090383,              0.0090383
                     64,                 1.0362,                0.69915,                 1.0598,                0.74187,                0.61527,                0.69405,                0.41675,                 1.4688,                 1.0339,                  1.274,                0.00901,                0.00901,                0.00901
                     65,                 1.0405,                0.69617,                 1.0588,                0.71865,                0.64339,                0.70311,                0.41805,                 1.4984,                 1.0015,                 1.3117,              0.0089817,              0.0089817,              0.0089817
                     66,                 1.0323,                0.69628,                 1.0563,                 0.7156,                0.63674,                0.70028,                0.42094,                 1.4973,                 1.0225,                  1.297,              0.0089534,              0.0089534,              0.0089534
                     67,                 1.0323,                0.68578,                 1.0527,                0.72047,                0.63933,                0.70345,                0.41355,                 1.4989,                 1.0325,                 1.2971,              0.0089251,              0.0089251,              0.0089251
                     68,                  1.034,                0.69287,                 1.0565,                0.70929,                0.65969,                0.70906,                0.42324,                 1.4788,                 1.0308,                  1.278,              0.0088969,              0.0088969,              0.0088969
                     69,                 1.0218,                0.67979,                 1.0516,                0.73841,                0.61373,                0.69055,                0.41113,                 1.5088,                  1.038,                 1.2928,              0.0088686,              0.0088686,              0.0088686
                     70,                 1.0265,                0.69033,                 1.0565,                0.73782,                0.63642,                0.70844,                0.41965,                 1.4966,                 1.0068,                 1.3004,              0.0088403,              0.0088403,              0.0088403
                     71,                 1.0207,                0.68082,                  1.052,                0.75202,                0.62451,                0.70222,                0.41956,                 1.5189,                   1.01,                 1.3011,               0.008812,               0.008812,               0.008812
                     72,                 1.0126,                0.67146,                 1.0474,                0.70634,                0.65561,                0.70931,                0.41942,                 1.5107,                 1.0289,                 1.2902,              0.0087837,              0.0087837,              0.0087837
                     73,                 1.0139,                0.67692,                 1.0503,                0.72865,                0.63118,                0.69784,                0.41579,                 1.4996,                 0.9987,                 1.3058,              0.0087554,              0.0087554,              0.0087554
                     74,                 1.0113,                0.67141,                 1.0458,                0.71294,                0.63138,                 0.6913,                 0.4119,                 1.5023,                 1.0504,                 1.2939,              0.0087271,              0.0087271,              0.0087271
                     75,                 1.0069,                 0.6687,                 1.0444,                0.72936,                0.62944,                0.70482,                0.41952,                 1.4805,                 1.0523,                  1.275,              0.0086989,              0.0086989,              0.0086989
                     76,                 1.0087,                0.67065,                 1.0461,                0.70376,                0.64817,                0.69769,                0.41533,                 1.4993,                 1.0612,                 1.3013,              0.0086706,              0.0086706,              0.0086706
                     77,                  1.001,                0.66095,                 1.0389,                0.71651,                0.65871,                0.71387,                0.43062,                 1.4956,                 1.0158,                 1.3108,              0.0086423,              0.0086423,              0.0086423
                     78,                 1.0097,                0.66847,                 1.0445,                0.72481,                0.64659,                0.71372,                0.42239,                 1.5103,                 1.0178,                 1.3196,               0.008614,               0.008614,               0.008614
                     79,                 1.0016,                0.66012,                  1.039,                0.69915,                0.65387,                 0.7001,                0.41405,                 1.5146,                 1.0312,                 1.3015,              0.0085857,              0.0085857,              0.0085857
                     80,                0.99511,                0.65751,                 1.0381,                0.75368,                0.63642,                0.70971,                0.42075,                  1.515,                 1.0006,                 1.3121,              0.0085574,              0.0085574,              0.0085574
                     81,                0.99396,                0.65341,                 1.0379,                0.72842,                0.64747,                0.70467,                0.41538,                 1.5315,                 1.0005,                 1.3188,              0.0085291,              0.0085291,              0.0085291
                     82,                0.99575,                0.65775,                 1.0412,                 0.7491,                0.63002,                0.70342,                0.42246,                 1.5098,                 1.0492,                 1.3277,              0.0085009,              0.0085009,              0.0085009
                     83,                0.99323,                0.65312,                  1.035,                0.74197,                0.63351,                0.70571,                0.42275,                 1.5214,                 1.0208,                 1.3261,              0.0084726,              0.0084726,              0.0084726
                     84,                0.98824,                0.64644,                 1.0338,                  0.744,                0.65212,                0.72084,                0.43113,                 1.4943,                0.99268,                 1.2984,              0.0084443,              0.0084443,              0.0084443
                     85,                 0.9933,                0.65574,                 1.0346,                  0.741,                0.64805,                0.71578,                0.42819,                 1.4989,                 1.0098,                  1.311,               0.008416,               0.008416,               0.008416
                     86,                0.99266,                0.65358,                 1.0343,                0.72521,                0.67859,                0.72384,                0.43489,                 1.4684,                 1.0184,                 1.2714,              0.0083877,              0.0083877,              0.0083877
                     87,                0.98463,                0.64314,                 1.0351,                0.73086,                 0.6562,                0.71187,                 0.4223,                 1.5013,                 1.0176,                 1.3216,              0.0083594,              0.0083594,              0.0083594
                     88,                0.97787,                0.63961,                 1.0296,                0.77069,                0.61722,                0.70618,                0.41611,                 1.5182,                 1.0124,                 1.3284,              0.0083311,              0.0083311,              0.0083311
                     89,                0.98165,                0.63928,                 1.0266,                0.74413,                0.63409,                0.70972,                0.42708,                 1.5173,                 1.0363,                 1.3192,              0.0083029,              0.0083029,              0.0083029
                     90,                0.97714,                0.64266,                   1.03,                0.74679,                0.64049,                0.71515,                 0.4305,                 1.5064,                 1.0238,                 1.3074,              0.0082746,              0.0082746,              0.0082746
                     91,                0.98456,                0.64651,                 1.0317,                0.73188,                0.63994,                0.70713,                0.42582,                 1.5008,                 1.0297,                  1.325,              0.0082463,              0.0082463,              0.0082463
                     92,                 0.9821,                0.64279,                   1.03,                0.72103,                0.65154,                0.70086,                0.42223,                 1.5033,                 1.0451,                  1.316,               0.008218,               0.008218,               0.008218
                     93,                0.96651,                0.62986,                 1.0245,                0.71056,                0.67016,                0.71502,                0.42717,                 1.5214,                0.99555,                 1.3357,              0.0081897,              0.0081897,              0.0081897
                     94,                0.97556,                0.63576,                 1.0283,                0.73255,                 0.6562,                0.70406,                0.42223,                 1.5042,                 1.0038,                 1.3136,              0.0081614,              0.0081614,              0.0081614
                     95,                0.97089,                0.63496,                 1.0254,                0.71843,                0.65445,                0.70601,                0.42421,                 1.5073,                 1.0253,                 1.3065,              0.0081331,              0.0081331,              0.0081331
                     96,                0.97193,                0.62942,                 1.0237,                0.73127,                0.64905,                0.70859,                0.42797,                 1.4921,                0.98384,                    1.3,              0.0081049,              0.0081049,              0.0081049
                     97,                0.96369,                0.62997,                 1.0253,                0.71414,                0.66415,                0.70864,                 0.4198,                  1.506,                 1.0065,                 1.3197,              0.0080766,              0.0080766,              0.0080766
                     98,                0.96725,                0.63278,                 1.0257,                0.68118,                0.67714,                0.70422,                0.42109,                 1.5147,                 1.0323,                 1.3171,              0.0080483,              0.0080483,              0.0080483
                     99,                0.96162,                0.62606,                 1.0241,                 0.7251,                0.64905,                0.70157,                 0.4208,                 1.5211,                 1.0147,                 1.3142,                0.00802,                0.00802,                0.00802
                    100,                0.95748,                0.61928,                 1.0166,                0.71316,                0.66821,                0.71369,                0.42737,                 1.5149,                0.99571,                  1.322,              0.0079917,              0.0079917,              0.0079917
                    101,                 0.9644,                0.62056,                  1.021,                0.76576,                0.62885,                0.70725,                 0.4215,                 1.5084,                 1.0154,                 1.3155,              0.0079634,              0.0079634,              0.0079634
                    102,                0.95161,                0.61969,                 1.0173,                0.73162,                0.63593,                 0.6984,                0.41619,                 1.5024,                 1.0379,                 1.3043,              0.0079351,              0.0079351,              0.0079351
                    103,                 0.9534,                0.61804,                 1.0163,                0.71279,                0.66027,                0.70279,                0.42218,                 1.4858,                 1.0308,                 1.3134,              0.0079069,              0.0079069,              0.0079069
                    104,                0.94941,                0.61975,                 1.0196,                0.73034,                0.63968,                0.70003,                0.42302,                 1.4965,                 1.0255,                 1.3161,              0.0078786,              0.0078786,              0.0078786
                    105,                0.95316,                0.61446,                 1.0161,                0.72911,                0.64921,                0.71233,                 0.4266,                 1.4773,                 1.0134,                 1.3014,              0.0078503,              0.0078503,              0.0078503
                    106,                 0.9447,                0.60803,                 1.0154,                0.73286,                0.64792,                0.70801,                0.42422,                 1.4632,                 1.0112,                 1.2916,               0.007822,               0.007822,               0.007822
                    107,                0.94457,                0.60986,                 1.0114,                0.73246,                0.64024,                0.70721,                0.42746,                 1.4815,                  1.006,                 1.2964,              0.0077937,              0.0077937,              0.0077937
                    108,                0.94931,                0.61054,                 1.0115,                0.72209,                0.65299,                0.70803,                0.42463,                  1.461,                0.99832,                 1.2909,              0.0077654,              0.0077654,              0.0077654
                    109,                0.94374,                0.60937,                 1.0131,                0.73708,                0.64582,                0.70951,                0.42196,                 1.4973,                0.99812,                   1.31,              0.0077371,              0.0077371,              0.0077371
                    110,                0.93615,                0.60096,                 1.0084,                0.74168,                0.63234,                0.70409,                0.42165,                 1.4914,                0.99454,                 1.3026,              0.0077089,              0.0077089,              0.0077089
                    111,                0.94227,                0.60328,                 1.0082,                 0.7378,                0.63991,                0.71243,                0.42357,                 1.4966,                 1.0075,                 1.3049,              0.0076806,              0.0076806,              0.0076806
                    112,                0.94111,                0.60668,                 1.0122,                0.74058,                0.65096,                0.71333,                0.42514,                  1.489,                 0.9763,                 1.3149,              0.0076523,              0.0076523,              0.0076523
                    113,                0.92875,                0.59702,                 1.0061,                0.74047,                0.64399,                0.71069,                0.42345,                 1.4576,                  1.009,                 1.2897,               0.007624,               0.007624,               0.007624
                    114,                0.93277,                0.59982,                 1.0081,                0.70122,                 0.6562,                0.70633,                0.42713,                 1.4876,                 1.0392,                 1.3109,              0.0075957,              0.0075957,              0.0075957
                    115,                0.94048,                0.60618,                 1.0089,                0.70597,                0.66066,                0.70468,                0.42132,                   1.48,                 1.0135,                  1.305,              0.0075674,              0.0075674,              0.0075674
                    116,                0.92431,                0.59521,                 1.0044,                0.72377,                0.67221,                0.71495,                0.42617,                 1.4718,                 1.0059,                 1.3054,              0.0075391,              0.0075391,              0.0075391
                    117,                0.93404,                0.59856,                 1.0071,                 0.7593,                0.64398,                0.71711,                0.42861,                 1.4932,                 1.0244,                 1.3099,              0.0075109,              0.0075109,              0.0075109
                    118,                0.92517,                0.59498,                 1.0054,                0.74356,                0.67134,                0.71865,                0.42731,                 1.4896,                 1.0168,                  1.302,              0.0074826,              0.0074826,              0.0074826
                    119,                 0.9246,                0.59521,                 1.0069,                 0.7707,                 0.6242,                 0.7109,                0.42605,                 1.4867,                 1.0072,                 1.2999,              0.0074543,              0.0074543,              0.0074543
                    120,                0.92836,                0.59591,                  1.001,                0.73727,                0.65135,                0.71305,                0.42621,                 1.5043,                 1.0248,                  1.323,               0.007426,               0.007426,               0.007426
                    121,                0.92214,                0.59079,                 1.0037,                0.75003,                0.65107,                0.71539,                0.42853,                 1.4868,                 1.0042,                 1.3083,              0.0073977,              0.0073977,              0.0073977
                    122,                0.93083,                0.59502,                 1.0083,                0.74176,                0.65001,                0.70609,                0.42715,                 1.5109,                 1.0039,                 1.3304,              0.0073694,              0.0073694,              0.0073694
                    123,                0.91284,                0.58736,                 1.0027,                0.72526,                0.66783,                0.71975,                0.43172,                 1.4782,                 1.0137,                 1.3028,              0.0073411,              0.0073411,              0.0073411
                    124,                0.92465,                0.58744,                0.99831,                0.71155,                0.67539,                0.71494,                0.42993,                 1.5095,                0.98244,                 1.3096,              0.0073129,              0.0073129,              0.0073129
                    125,                0.91994,                0.58539,                 1.0015,                0.69151,                0.69343,                0.71496,                0.43268,                 1.4986,                 1.0034,                 1.3045,              0.0072846,              0.0072846,              0.0072846
                    126,                0.91288,                0.58485,                 1.0012,                0.77051,                0.64398,                0.72052,                0.43241,                  1.507,                 0.9809,                 1.3108,              0.0072563,              0.0072563,              0.0072563
                    127,                0.91604,                0.58355,                 1.0015,                0.71194,                0.66608,                0.71147,                0.42955,                 1.4791,                 1.0055,                   1.29,               0.007228,               0.007228,               0.007228
                    128,                0.91728,                0.58785,                 1.0009,                0.70303,                0.68169,                0.71831,                0.43589,                 1.4929,                0.96132,                 1.3058,              0.0071997,              0.0071997,              0.0071997
                    129,                0.91713,                0.58451,                0.99932,                0.74641,                0.64165,                0.71641,                0.43441,                  1.484,                0.99581,                 1.2953,              0.0071714,              0.0071714,              0.0071714
                    130,                0.90762,                0.57804,                0.99728,                0.74359,                0.65969,                0.71621,                0.43125,                  1.487,                0.99435,                 1.3127,              0.0071431,              0.0071431,              0.0071431
                    131,                0.90885,                0.57571,                0.99722,                0.74261,                0.65626,                0.71568,                0.43579,                 1.4509,                0.99547,                 1.2758,              0.0071149,              0.0071149,              0.0071149
                    132,                0.91156,                0.58181,                      1,                  0.748,                0.64236,                0.71426,                0.43087,                 1.4695,                  1.007,                 1.2982,              0.0070866,              0.0070866,              0.0070866
                    133,                0.90292,                0.57418,                 0.9959,                0.72522,                0.67248,                0.71861,                0.43293,                 1.4874,                0.98588,                 1.2982,              0.0070583,              0.0070583,              0.0070583
                    134,                0.90877,                0.57448,                0.99769,                0.71772,                0.67742,                0.71437,                 0.4298,                  1.496,                 1.0142,                  1.311,                0.00703,                0.00703,                0.00703
                    135,                0.90759,                0.57332,                0.99544,                0.71865,                0.67714,                0.71974,                 0.4354,                 1.4743,                 1.0072,                 1.2966,              0.0070017,              0.0070017,              0.0070017
                    136,                0.90605,                0.57643,                0.99785,                0.72823,                0.66249,                0.71048,                0.42996,                 1.4719,                 1.0412,                 1.2804,              0.0069734,              0.0069734,              0.0069734
                    137,                0.90243,                0.57211,                 0.9919,                0.72271,                0.67307,                0.71606,                0.43154,                 1.4775,                  1.016,                 1.2967,              0.0069451,              0.0069451,              0.0069451
                    138,                0.89947,                0.57539,                0.99298,                0.75297,                0.64689,                0.71917,                0.43678,                 1.4754,                 1.0199,                 1.3077,              0.0069169,              0.0069169,              0.0069169
                    139,                0.89064,                0.56873,                0.98961,                0.72845,                0.66167,                0.70888,                0.43017,                 1.4963,                 1.0475,                 1.3297,              0.0068886,              0.0068886,              0.0068886
                    140,                0.89727,                0.56882,                0.99449,                0.72788,                0.66318,                0.71156,                0.42886,                 1.4951,                  1.032,                 1.3227,              0.0068603,              0.0068603,              0.0068603
                    141,                 0.8964,                 0.5701,                0.98978,                0.72669,                0.67946,                0.71238,                0.42972,                 1.4847,                 1.0231,                 1.3212,               0.006832,               0.006832,               0.006832
                    142,                0.89349,                0.56952,                0.98952,                 0.7044,                0.66725,                0.71147,                0.43026,                 1.4845,                 1.0182,                 1.3166,              0.0068037,              0.0068037,              0.0068037
                    143,                0.89271,                0.56551,                0.98936,                0.72849,                 0.6591,                0.71049,                0.42469,                 1.4973,                 1.0091,                 1.3249,              0.0067754,              0.0067754,              0.0067754
                    144,                0.89009,                0.56333,                0.99142,                0.73262,                0.64805,                0.71027,                0.43028,                 1.4809,                 1.0112,                 1.2988,              0.0067471,              0.0067471,              0.0067471
                    145,                0.88377,                0.56173,                0.98941,                0.74516,                0.63619,                0.70281,                0.42309,                 1.4876,                 1.0299,                 1.3127,              0.0067189,              0.0067189,              0.0067189
                    146,                0.88795,                0.56152,                0.98804,                 0.7302,                0.64709,                0.70403,                 0.4287,                 1.4713,                 1.0089,                 1.2988,              0.0066906,              0.0066906,              0.0066906
                    147,                0.88869,                0.56437,                0.98746,                0.72292,                 0.6562,                0.70735,                0.42733,                 1.4772,                 1.0021,                 1.2993,              0.0066623,              0.0066623,              0.0066623
                    148,                0.88878,                 0.5629,                0.98736,                0.71265,                0.66085,                 0.7058,                0.43101,                  1.479,                 1.0317,                 1.3141,               0.006634,               0.006634,               0.006634
                    149,                0.89106,                 0.5627,                0.98757,                 0.7319,                 0.6562,                0.70958,                0.43232,                 1.4748,                 1.0312,                 1.2972,              0.0066057,              0.0066057,              0.0066057
                    150,                0.88152,                0.55774,                0.98655,                0.75048,                0.64689,                0.71473,                0.43298,                 1.4816,                 1.0287,                  1.322,              0.0065774,              0.0065774,              0.0065774
                    151,                0.88457,                0.55515,                0.98684,                0.71995,                 0.6719,                0.71325,                0.42953,                 1.4805,                  1.022,                 1.3155,              0.0065491,              0.0065491,              0.0065491
                    152,                0.87836,                0.55704,                0.98531,                0.73192,                0.65912,                0.70997,                0.42881,                 1.4785,                 1.0247,                 1.3073,              0.0065209,              0.0065209,              0.0065209
                    153,                0.87187,                0.55361,                0.98309,                0.72226,                0.67016,                  0.713,                0.42862,                 1.4735,                 1.0065,                 1.3085,              0.0064926,              0.0064926,              0.0064926
