                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     10,                 1.5869,                 1.1352,                 1.3542,                0.56331,                0.52596,                0.54366,                0.30842,                 1.5212,                 1.2957,                  1.382,              0.0097454,              0.0097454,              0.0097454
                     11,                 1.5733,                 1.1197,                 1.3436,                0.59711,                 0.5322,                0.57777,                 0.3257,                  1.522,                 1.2316,                 1.3672,              0.0097171,              0.0097171,              0.0097171
                     12,                 1.5698,                 1.1178,                  1.344,                0.58408,                0.51176,                0.54704,                0.30065,                 1.5572,                 1.3183,                 1.3826,              0.0096889,              0.0096889,              0.0096889
                     13,                  1.561,                 1.0954,                 1.3388,                0.56168,                0.52078,                0.54296,                0.30827,                 1.5234,                 1.2887,                 1.3438,              0.0096606,              0.0096606,              0.0096606
                     14,                 1.5548,                 1.0862,                 1.3321,                0.61237,                0.52835,                0.57777,                0.32586,                  1.487,                 1.2295,                 1.3376,              0.0096323,              0.0096323,              0.0096323
                     15,                 1.5396,                 1.0676,                   1.32,                0.60461,                0.56496,                0.60826,                0.34987,                 1.4865,                 1.1954,                 1.3322,               0.009604,               0.009604,               0.009604
                     16,                 1.5334,                 1.0737,                  1.326,                0.60973,                0.54436,                0.56566,                0.32069,                 1.4954,                 1.2545,                 1.3493,              0.0095757,              0.0095757,              0.0095757
                     17,                 1.5243,                 1.0587,                 1.3135,                0.58324,                0.55569,                0.57692,                0.32673,                 1.4988,                  1.249,                   1.37,              0.0095474,              0.0095474,              0.0095474
                     18,                 1.5087,                 1.0401,                 1.3146,                0.61402,                0.55829,                0.59724,                0.34049,                 1.4848,                 1.2252,                  1.336,              0.0095191,              0.0095191,              0.0095191
                     19,                 1.5097,                 1.0434,                  1.304,                0.60437,                0.57695,                0.60432,                0.35163,                   1.47,                 1.1988,                 1.3379,              0.0094909,              0.0094909,              0.0094909
                     20,                 1.5031,                 1.0369,                 1.3062,                0.57381,                0.56429,                0.56679,                0.31823,                  1.495,                 1.2511,                 1.3356,              0.0094626,              0.0094626,              0.0094626
                     21,                 1.5058,                  1.035,                 1.2936,                0.58792,                0.53631,                0.56803,                0.32102,                 1.5111,                 1.2519,                 1.3496,              0.0094343,              0.0094343,              0.0094343
                     22,                 1.4912,                 1.0221,                 1.2957,                0.63035,                0.57162,                0.61063,                0.35324,                 1.4568,                 1.1747,                  1.327,               0.009406,               0.009406,               0.009406
                     23,                 1.5011,                 1.0351,                 1.3071,                0.58446,                0.58192,                0.60359,                0.35119,                 1.4621,                 1.1823,                 1.3297,              0.0093777,              0.0093777,              0.0093777
                     24,                 1.4656,                 1.0021,                 1.2898,                0.59909,                0.58241,                0.59974,                0.33897,                 1.5197,                 1.1658,                 1.3535,              0.0093494,              0.0093494,              0.0093494
                     25,                 1.4585,                  0.996,                  1.281,                0.60142,                0.60426,                0.61245,                 0.3548,                 1.4549,                 1.1838,                 1.3199,              0.0093211,              0.0093211,              0.0093211
                     26,                 1.4559,                0.99842,                 1.2877,                0.58477,                0.53292,                0.55884,                0.32969,                 1.4714,                 1.2778,                 1.3308,              0.0092929,              0.0092929,              0.0092929
                     27,                 1.4619,                0.99421,                 1.2904,                0.59793,                 0.5677,                  0.594,                0.34958,                 1.4381,                 1.2055,                 1.3129,              0.0092646,              0.0092646,              0.0092646
                     28,                  1.444,                0.98255,                 1.2778,                0.61909,                0.55963,                0.60117,                0.35483,                 1.4369,                 1.1725,                 1.3072,              0.0092363,              0.0092363,              0.0092363
                     29,                 1.4476,                0.97021,                 1.2683,                0.63671,                0.56513,                0.61316,                0.36255,                 1.4294,                 1.1649,                 1.3046,               0.009208,               0.009208,               0.009208
                     30,                 1.4303,                0.96562,                 1.2624,                0.64342,                0.58628,                 0.6212,                0.36093,                 1.4779,                 1.1423,                 1.3533,              0.0091797,              0.0091797,              0.0091797
                     31,                 1.4345,                0.96125,                  1.265,                0.63796,                0.58161,                0.62762,                0.37046,                 1.4302,                 1.1562,                 1.3071,              0.0091514,              0.0091514,              0.0091514
                     32,                 1.4259,                0.94816,                 1.2565,                0.63294,                0.59622,                0.62878,                0.37322,                 1.4366,                 1.1373,                 1.3119,              0.0091231,              0.0091231,              0.0091231
                     33,                 1.4087,                0.94263,                 1.2567,                0.62671,                0.56372,                0.60103,                0.35933,                 1.4252,                 1.1605,                 1.3022,              0.0090949,              0.0090949,              0.0090949
                     34,                 1.3988,                0.93328,                 1.2445,                0.61908,                0.59627,                0.63061,                0.36605,                 1.4334,                 1.1463,                 1.3055,              0.0090666,              0.0090666,              0.0090666
                     35,                 1.3988,                 0.9357,                 1.2587,                0.65398,                0.57695,                0.63933,                0.37091,                 1.4563,                 1.1025,                 1.3273,              0.0090383,              0.0090383,              0.0090383
                     36,                 1.4065,                0.93621,                 1.2479,                0.67187,                0.58428,                0.64519,                0.38358,                 1.4252,                  1.094,                 1.3105,                0.00901,                0.00901,                0.00901
                     37,                 1.3873,                  0.944,                 1.2564,                0.64137,                0.59161,                0.64343,                 0.3848,                 1.3946,                 1.1134,                 1.3002,              0.0089817,              0.0089817,              0.0089817
                     38,                 1.3965,                0.91982,                 1.2429,                0.67796,                0.58161,                0.64736,                0.38804,                 1.3998,                 1.0917,                  1.301,              0.0089534,              0.0089534,              0.0089534
                     39,                 1.3837,                0.92341,                 1.2448,                0.63361,                0.53344,                0.59396,                0.35254,                  1.433,                 1.1659,                 1.3174,              0.0089251,              0.0089251,              0.0089251
                     40,                 1.3826,                0.93357,                 1.2462,                0.64554,                0.57562,                 0.6305,                0.37247,                 1.4074,                 1.1288,                 1.3115,              0.0088969,              0.0088969,              0.0088969
                     41,                 1.3835,                0.92003,                 1.2437,                0.63028,                0.58161,                0.63777,                0.36905,                  1.443,                 1.1223,                 1.3102,              0.0088686,              0.0088686,              0.0088686
                     42,                 1.3709,                0.90177,                 1.2373,                0.66209,                0.56229,                0.62727,                0.37269,                 1.4164,                 1.1592,                 1.2962,              0.0088403,              0.0088403,              0.0088403
                     43,                 1.3768,                0.90478,                 1.2421,                0.66829,                0.57448,                0.63959,                0.38126,                 1.4187,                 1.1278,                 1.2997,               0.008812,               0.008812,               0.008812
                     44,                 1.3715,                0.90235,                 1.2306,                0.66017,                0.60182,                0.64465,                0.38177,                 1.4074,                 1.1131,                 1.3008,              0.0087837,              0.0087837,              0.0087837
                     45,                 1.3558,                0.88815,                 1.2222,                0.61653,                 0.5936,                0.61912,                 0.3654,                 1.4142,                 1.1542,                 1.3055,              0.0087554,              0.0087554,              0.0087554
                     46,                 1.3799,                0.90163,                 1.2347,                 0.6285,                0.58947,                0.62655,                0.37195,                  1.422,                  1.123,                 1.3002,              0.0087271,              0.0087271,              0.0087271
                     47,                 1.3461,                0.89021,                 1.2211,                0.65239,                0.58892,                0.64149,                0.38137,                 1.4193,                  1.094,                 1.3188,              0.0086989,              0.0086989,              0.0086989
                     48,                 1.3349,                0.87046,                 1.2219,                0.63297,                0.59427,                0.63585,                0.37658,                 1.4251,                 1.1064,                  1.313,              0.0086706,              0.0086706,              0.0086706
                     49,                 1.3351,                 0.8709,                 1.2211,                0.65744,                0.60426,                0.64163,                0.38514,                 1.4127,                 1.1057,                 1.3054,              0.0086423,              0.0086423,              0.0086423
                     50,                 1.3511,                0.88283,                 1.2197,                0.63615,                0.59627,                0.63475,                0.36489,                 1.4788,                 1.1336,                 1.3425,                   0.01,                   0.01,                   0.01
                     51,                 1.3618,                0.89793,                 1.2345,                0.63942,                0.60027,                0.63952,                0.37988,                 1.4162,                 1.1204,                 1.3049,              0.0099717,              0.0099717,              0.0099717
                     52,                 1.3426,                0.87817,                 1.2195,                0.62663,                0.59627,                0.63266,                 0.3803,                 1.3949,                 1.1155,                  1.289,              0.0099434,              0.0099434,              0.0099434
                     53,                 1.3531,                0.87904,                 1.2246,                0.64148,                0.59005,                0.62784,                0.37364,                 1.4222,                 1.1131,                 1.3223,              0.0099151,              0.0099151,              0.0099151
                     54,                 1.3472,                0.88773,                 1.2246,                 0.6159,                0.60493,                0.63842,                 0.3802,                  1.421,                 1.0983,                 1.2958,              0.0098869,              0.0098869,              0.0098869
                     55,                 1.3462,                0.87435,                 1.2161,                0.57416,                0.59107,                0.60723,                0.36794,                 1.4381,                 1.1474,                 1.3385,              0.0098586,              0.0098586,              0.0098586
                     56,                 1.3504,                0.87771,                 1.2291,                 0.6646,                 0.5976,                0.64972,                0.38779,                 1.4146,                 1.0773,                  1.322,              0.0098303,              0.0098303,              0.0098303
                     57,                 1.3316,                0.87017,                 1.2178,                0.64232,                0.62211,                0.64762,                0.38852,                  1.388,                 1.0941,                  1.297,               0.009802,               0.009802,               0.009802
                     58,                 1.3254,                0.86828,                 1.2149,                0.65451,                0.61093,                0.64897,                0.38747,                 1.4108,                  1.078,                  1.305,              0.0097737,              0.0097737,              0.0097737
                     59,                 1.3214,                0.86714,                 1.2039,                0.61102,                0.58628,                0.60661,                0.36279,                 1.4372,                 1.1529,                 1.3088,              0.0097454,              0.0097454,              0.0097454
                     60,                 1.3142,                0.85192,                 1.2044,                0.65138,                 0.6016,                0.65033,                0.39093,                 1.3989,                 1.0719,                 1.3178,              0.0097171,              0.0097171,              0.0097171
                     61,                  1.325,                0.86145,                 1.2131,                0.65259,                0.59294,                0.64438,                0.38664,                 1.4099,                 1.0711,                 1.3247,              0.0096889,              0.0096889,              0.0096889
                     62,                  1.323,                0.85323,                 1.2075,                0.65091,                0.60626,                0.64367,                0.38605,                 1.4149,                  1.064,                 1.3247,              0.0096606,              0.0096606,              0.0096606
                     63,                 1.2772,                 0.8159,                 1.1945,                0.68826,                0.57071,                0.64603,                0.38397,                 1.4385,                 1.0897,                 1.3382,              0.0096323,              0.0096323,              0.0096323
                     64,                 1.2701,                 0.8091,                 1.1785,                0.66444,                 0.6016,                0.65889,                0.38325,                 1.4512,                 1.0854,                 1.3343,                   0.01,                   0.01,                   0.01
                     65,                 1.2772,                0.81461,                 1.1871,                 0.6501,                0.59786,                0.63977,                0.38145,                 1.4244,                 1.1046,                 1.3241,              0.0099717,              0.0099717,              0.0099717
                     66,                 1.2565,                0.80197,                 1.1792,                 0.6618,                0.58494,                0.64364,                0.38862,                 1.4024,                 1.0882,                 1.3079,              0.0099434,              0.0099434,              0.0099434
                     67,                 1.2685,                0.80592,                 1.1829,                0.68335,                0.62159,                0.66175,                0.40124,                 1.4189,                  1.047,                 1.3259,              0.0099151,              0.0099151,              0.0099151
                     68,                 1.2632,                0.81132,                 1.1821,                0.67007,                0.58894,                0.64984,                0.39096,                 1.4198,                 1.0672,                 1.3052,              0.0098869,              0.0098869,              0.0098869
                     69,                 1.2612,                0.79731,                 1.1702,                0.68649,                0.56829,                0.64882,                0.38681,                 1.4304,                 1.0705,                 1.3414,              0.0098586,              0.0098586,              0.0098586
                     70,                 1.2689,                0.80448,                 1.1835,                0.64639,                0.61865,                0.65054,                0.39016,                 1.4113,                 1.0828,                 1.3062,              0.0098303,              0.0098303,              0.0098303
                     71,                 1.2481,                0.79394,                 1.1766,                 0.6354,                0.59827,                0.63515,                0.37607,                 1.4454,                 1.0983,                  1.332,               0.009802,               0.009802,               0.009802
                     72,                  1.244,                0.79078,                 1.1708,                 0.6583,                0.60893,                  0.658,                0.38934,                 1.4286,                 1.0657,                 1.3179,              0.0097737,              0.0097737,              0.0097737
                     73,                 1.2421,                0.79428,                 1.1653,                 0.6291,                0.57518,                 0.6097,                0.35564,                 1.4654,                 1.1829,                 1.3482,              0.0097454,              0.0097454,              0.0097454
                     74,                 1.2388,                0.78484,                  1.163,                0.70903,                0.60227,                0.67133,                0.40422,                 1.3825,                 1.0194,                 1.3119,              0.0097171,              0.0097171,              0.0097171
                     75,                 1.2458,                0.79226,                 1.1691,                0.68245,                0.58361,                0.65279,                0.39034,                 1.3954,                 1.0794,                 1.3105,              0.0096889,              0.0096889,              0.0096889
                     76,                  1.243,                0.78605,                 1.1662,                0.68776,                0.58845,                 0.6492,                0.38723,                  1.421,                 1.0614,                 1.3329,              0.0096606,              0.0096606,              0.0096606
                     77,                 1.2998,                0.82688,                 1.1948,                0.63842,                0.58428,                 0.6324,                0.38353,                 1.4147,                 1.0972,                 1.3085,              0.0096323,              0.0096323,              0.0096323
                     78,                 1.2835,                0.81607,                 1.1831,                0.69594,                0.59013,                0.65994,                0.39594,                 1.3992,                 1.0431,                 1.3181,               0.009604,               0.009604,               0.009604
                     79,                 1.2979,                0.82614,                 1.1996,                0.64549,                0.61159,                0.65134,                0.39637,                  1.397,                 1.0732,                 1.3049,              0.0095757,              0.0095757,              0.0095757
                     80,                 1.2886,                0.81396,                 1.1908,                0.60289,                0.62092,                0.65115,                0.38879,                 1.4113,                 1.0648,                 1.3118,              0.0095474,              0.0095474,              0.0095474
                     81,                 1.2749,                0.80618,                 1.1851,                0.64011,                0.64823,                 0.6545,                 0.3906,                 1.4256,                 1.0459,                 1.3502,              0.0095191,              0.0095191,              0.0095191
                     82,                  1.287,                0.81377,                  1.186,                0.65336,                 0.6016,                0.64266,                0.39028,                  1.402,                 1.0851,                 1.3111,              0.0094909,              0.0094909,              0.0094909
                     83,                 1.2818,                 0.8193,                 1.1827,                0.68197,                0.59094,                0.64374,                0.38504,                 1.4002,                 1.0937,                 1.3128,              0.0094626,              0.0094626,              0.0094626
                     84,                 1.2876,                0.82587,                 1.1793,                0.68596,                0.57229,                0.64033,                0.38847,                 1.3949,                  1.084,                 1.3074,              0.0094343,              0.0094343,              0.0094343
                     85,                 1.2754,                0.80081,                 1.1779,                0.64186,                0.61626,                0.64183,                0.39125,                 1.3767,                 1.0549,                 1.3049,               0.009406,               0.009406,               0.009406
                     86,                 1.2918,                0.82639,                 1.1931,                0.68621,                0.59494,                 0.6561,                0.40014,                 1.3987,                 1.0345,                 1.3199,              0.0093777,              0.0093777,              0.0093777
                     87,                 1.2579,                0.79534,                 1.1769,                0.64557,                0.60188,                0.64378,                0.39652,                   1.38,                 1.0629,                 1.2993,              0.0093494,              0.0093494,              0.0093494
                     88,                 1.2638,                0.79919,                 1.1758,                0.63345,                0.63691,                0.65658,                0.40406,                 1.3977,                 1.0429,                 1.3106,              0.0093211,              0.0093211,              0.0093211
                     89,                 1.2582,                0.79754,                 1.1804,                0.66631,                0.59598,                0.65066,                 0.3989,                 1.3816,                  1.048,                 1.3023,              0.0092929,              0.0092929,              0.0092929
                     90,                 1.2656,                0.79681,                 1.1787,                0.67023,                 0.6056,                0.66141,                0.40092,                  1.389,                 1.0367,                 1.2979,              0.0092646,              0.0092646,              0.0092646
                     91,                 1.2601,                0.79974,                 1.1781,                 0.6848,                0.61759,                 0.6719,                0.40692,                 1.4003,                 1.0126,                  1.314,              0.0092363,              0.0092363,              0.0092363
                     92,                 1.2587,                0.79072,                 1.1738,                0.62282,                0.65237,                0.65808,                0.39787,                 1.3796,                 1.0502,                 1.3111,               0.009208,               0.009208,               0.009208
                     93,                 1.2493,                0.79006,                 1.1706,                0.66227,                0.59313,                 0.6481,                0.39098,                 1.4105,                 1.0616,                 1.3242,              0.0091797,              0.0091797,              0.0091797
                     94,                 1.2544,                0.78319,                 1.1683,                0.65624,                 0.5996,                0.64185,                0.39066,                 1.4112,                 1.0745,                 1.3221,              0.0091514,              0.0091514,              0.0091514
